대분류코드,중분류코드,중분류명
37,07,은행나무
37,08,사철나무
37,09,쥐똥나무
37,10,히말라야시다
37,11,편백나무
37,12,측백나무
37,13,구상나무
37,14,후박나무
37,15,잣나무
37,16,전나무
37,17,두충나무
37,18,소철
37,19,"야자,종려류"
37,20,메타세콰이어
37,21,동백나무
37,22,옥향나무
37,ZZ,기타
41,10,말류
41,11,말(개량종)
41,12,당나귀
41,13,"노새,버세"
41,19,기타말
41,20,소류
41,21,한우
41,22,젖소
41,23,육우
41,24,교잡우
41,25,물소
41,26,수입생우
41,29,기타소류
41,30,돼지류
41,31,개량돼지
41,32,재래돼지
41,33,멧돼지
41,39,기타돼지
41,40,양류
41,41,산양
41,42,면양
41,50,닭류
41,51,육용계(닭)
41,52,산란계(닭)
41,53,"관상,투계"
41,59,기타 닭류
41,60,가금류
41,61,칠면조
41,62,오리
41,63,거위
41,64,메추리
41,65,관상조
41,66,염소
41,69,기타 가금류
41,70,개류
41,71,개량종개
41,72,고유종개
41,73,잡종견
41,79,기타개류
41,80,기타가축류
41,81,토끼
41,82,친칠라
41,83,밍크
41,84,사슴
41,85,여우
41,86,벌류
41,99,기타
42,10,설치류
42,11,쥐
42,12,다람쥐
42,13,햄스터
42,14,기닉픽
42,15,뉴트리아
42,19,기타설치류
42,20,육상 포유류
42,21,곰
42,22,늑대
42,23,오소리
42,24,고양이
42,25,캥거루
42,26,호랑이
42,29,기타육상포유류
42,30,해양성포유류
42,31,해리
42,32,바다표범
42,39,기타해양성포유류
42,40,조류
42,41,꿩
42,42,머스커비 오리
42,43,기러기
42,44,타조
42,49,기타조류
42,50,파충류
42,51,뱀
42,53,도마뱀
42,54,악어
42,59,기타파충류
42,60,환형동물
42,61,지렁이
42,69,기타환형동물
42,70,곤충류
42,71,잠종
42,72,초파리
42,99,기타
43,01,한우
43,02,젖소
43,03,육우
43,04,돈육
43,05,닭고기
43,07,오리고기
43,99,기타
44,01,쇠고기
44,02,돈육
44,03,닭고기
44,99,기타
45,01,말고기
45,02,기타육
45,03,비계
45,99,기타
46,01,생우유
46,02,살균시유
46,03,멸균시유
46,04,살균가공유
46,05,멸균가공유
46,06,발효유
46,07,버터유
46,08,농축유
46,09,유크림
46,10,버터
46,11,치즈
46,12,분유
46,13,유청
46,14,유단백가수분해식품
46,15,조제유
46,99,기타유제품
47,01,알가공품
47,02,조란
47,03,꿀벌
47,04,사슴의생산물
47,05,우유
47,06,곤충
47,99,기타
49,10,"털,모피,분과 웨이스트"
49,11,포유동물의것
49,12,조류의것
49,20,동물내장
49,30,뼈
49,40,아이보리
49,50,산호물품
49,60,동물성의 해면
49,70,사향 과 담즙
49,80,동물의 피와 사체
49,99,기타
50,01,소사료
50,02,젖소사료
50,03,돼지사료
50,04,양계사료
50,05,"면양,산양사료"
50,06,개사료
50,07,사슴사료
50,08,오리사료
50,09,칠면조사료
50,10,토끼사료
50,11,메추리사료
50,12,말사료
50,13,타조사료
50,99,기타사료
51,01,돔
51,02,방어
51,03,우럭
51,04,넙치
51,05,농어
51,06,능농어
51,07,송어
51,08,뱀장어
51,09,잉어
51,10,민물돔
51,11,미꾸라지
51,12,붕어
51,13,새우
51,14,메기
51,99,기타
52,01,곡물류
52,02,곡물부산물
52,03,박류
52,04,근괴류
52,05,식품가공부산물
52,06,해조류
52,07,섬유질분
52,08,제약부산물
52,09,유지류
52,99,기타
53,01,단백질류
53,02,무기물류
53,03,유지류
53,99,기타
54,01,식염류
54,02,인산염류및칼슘염류
54,03,광물질첨가제
54,04,혼합광물질
54,99,기타
55,01,식물성 부산물
55,02,보존제
55,03,항응고제
55,04,결착제
55,05,유화제
55,06,향미제
55,07,비단백태질소화합물
55,08,규산염제
55,09,착색제
55,10,추출제
55,11,완충제
55,12,올리고당류
55,99,기타
56,01,사료작물
56,02,목초류
56,03,식물성 부산물 조사료
56,99,기타
57,10,정액
57,20,수정란
57,30,종란
57,99,기타
58,10,사료작물 종자
58,20,목초 종자
58,99,기타
61,01,가시고기
61,02,가오리
61,03,가자미
61,04,갈치
61,05,강달이
61,06,고등어
61,07,까나리
61,08,꼬치고기
61,09,곤쟁이
61,10,곰치
61,11,꼼치
61,12,꽁치
61,13,게르치
61,14,날치
61,15,넙치
61,16,활치
61,17,노래미
61,18,놀래기
61,19,농어
61,20,눈볼대
61,21,바리
61,22,다랑어
61,23,달고기
61,24,대구
61,25,도루묵
61,26,도치
61,27,돔
61,28,망둑어
61,29,홍메치
61,30,매퉁이
61,31,멸치
61,32,명태
61,33,물치다래
61,34,학치
61,35,민어
61,36,민태
61,37,비막치어
61,38,방어
61,39,병어
61,40,뱅어
61,41,보리멸
61,42,복어
61,43,볼락
61,44,붉은메기
61,45,베도라치
61,46,삼세기
61,47,삼치
61,48,상어
61,49,새치
61,50,서대
61,51,성대
61,52,숭어
61,53,아귀
61,54,양미리
61,55,양태(장대)
61,56,연어
61,57,풀미역치
61,58,장갱이
61,59,장어
61,60,적어
61,61,전기가오리
61,62,전갱이
61,63,조기
61,64,쥐치
61,65,준치
61,66,철갑상어
61,67,청어
61,68,촉수
61,69,통치
61,70,학공치
61,71,횟대
61,72,홍어
61,73,해마
61,74,해덕
61,75,개복치
61,76,독가시치
61,77,동갈양태
61,78,동미리
61,79,등가시치
61,80,만세기
61,81,배불뚝치
61,82,빙어
61,83,붉평치
61,84,새다래
61,85,샛멸
61,86,줄비늘치
61,87,황줄깜정이
61,88,바늘동치
61,89,군평선이
61,90,기름치
61,91,날가지
61,92,날쌔기
61,93,남방칼고기
61,94,통구멍
61,95,꼬리치
61,96,날개줄고기
61,97,노랑벤자리
61,98,동강연치
61,99,기타
61,A0,나비고기
61,A1,둑중개
61,A2,미올비늘치
61,A3,샛비늘치
61,A4,날개멸
61,A5,물멸
61,A6,발광멸
61,A7,색줄멸
61,A8,청황문절
61,A9,여을멸
61,B0,줄벤자리
61,B1,밀크피시
61,B2,색줄멸포
61,B3,실치
61,B4,바라문디
61,B5,버터플라이킹피시
61,B6,블랙피시
61,B7,블루피쉬
61,B8,스킬피쉬
61,B9,시아멘시스
61,C0,아이스피시
61,C1,오렌지퍼치
61,C2,자이언트시퍼치
61,C3,토마토하인드
61,C4,페헤레이(F)
61,C5,퓨질리어피쉬
61,C6,힐사이리사
61,C7,듀피시
61,C8,루비
61,C9,블래시바스
61,D0,블루마오리
61,D1,블루아이
61,D2,무레이코드
61,D3,배창
61,D4,다동가리
61,D5,대주둥치
61,D6,대치
61,D7,물꽃치
61,D8,물수배기
61,D9,바닥가시치
61,E0,부치
61,E1,선홍치
61,E2,씬벵이
61,E3,압치
61,E4,앨퉁이
61,E5,은비늘치
61,E6,점매가리
61,E7,주걱치
61,E8,주둥치
61,E9,철갑둥어
62,01,가리비
62,02,가무락
62,03,고둥
62,04,골뱅이
62,05,고막
62,06,굴
62,07,맛
62,08,바지락
62,09,전복
62,10,조개
62,11,홍합
62,12,해락
62,13,우렁이
62,14,개아지살
62,99,기타
63,01,가재
63,02,게
63,03,새우
63,99,기타
64,01,갑오징어
64,02,꼴뚜기
64,03,오징어
64,04,문어
64,05,화살오징어
64,06,낙지
64,07,쭈꾸미
64,99,기 타
65,01,거북
65,02,개불
65,03,갯지렁이
65,04,고래
65,05,미더덕
65,06,성게
65,07,우렁쉥이
65,08,해삼
65,09,해파리
65,99,기타
66,01,가물치
66,02,누치
66,03,돔
66,04,메기
66,05,미꾸라지
66,06,동자개
66,07,백련어
66,08,장어
66,09,베스
66,10,부루길
66,11,붕어
66,12,빙어
66,13,산천어
66,14,송어
66,15,쏘가리
66,16,송사리
66,17,열목어
66,18,드렁허리
66,19,잉어
66,20,초어
66,21,피라미
66,22,황어
66,23,구라미
66,24,동사리
66,25,등목어
66,26,버들치
66,27,한줄퓨실리아
66,28,흑연
66,29,흑연
66,99,기타
67,01,가재
67,02,게
67,03,새우
67,04,우렁이
67,05,조개
67,06,개구리
67,07,자라
67,08,순채
67,09,다슬기
67,10,재첩
67,11,미끈가지
67,12,열목어
67,13,드렁허리
67,14,잉어
67,15,동사리
67,16,등목어
67,17,버들치
67,18,열대어
67,19,송사리
67,20,한줄퓨실리아
67,21,흑연
67,99,기타
68,99,기타내수면기타
69,1,재첩
69,2,다슬기
69,3,대칭이
69,4,논우렁이
69,99,기타 내수면 패류
6A,1,가재
6A,2,게
6A,3,새우
6A,99,기타 내수면갑각류
6B,99,기타 내수면 연체류
6C,1,순채
6C,2,미끈가지
6C,99,기타 내수면 조류
6D,1,개구리
6D,99,기타 내수면 양서류
6E,1,자라
6E,99,기타 내수면 파충류
6Z,1,활기타
71,01,가시고기
71,02,가오리
71,03,가자미
71,04,갈치
71,05,강달이
71,06,고등어
71,07,까나리
71,08,꼬치고기
71,09,곤쟁이
71,10,곰치
71,11,꼼치
71,12,꽁치
71,13,게르치
71,14,날치
71,15,넙치
71,16,활치
71,17,노래미
71,18,놀래기
71,19,농어
71,20,눈볼대
71,21,바리
71,22,다랑어
71,23,달고기
71,24,대구
71,25,도루묵
71,26,도치
71,27,돔
71,28,망둑어
71,29,홍메치
71,30,매퉁이
71,31,멸치
71,32,명태
71,33,물치다래
71,34,학치
71,35,민어
71,36,민태
71,37,비막치어
71,38,방어
71,39,병어
71,40,뱅어
71,41,보리멸
71,42,복어
71,43,볼락
71,44,붉은메기
71,45,베도라치
71,46,삼세기
71,47,삼치
71,48,상어
71,49,새치
71,50,서대
71,51,성대
71,52,숭어
71,53,아귀
71,54,양미리
71,55,양태(장대)
71,56,연어
71,57,풀미역치
71,58,장갱이
71,59,장어
71,60,적어
71,61,전기가오리
71,62,전갱이
71,63,조기
71,64,쥐치
71,65,준치
71,66,철갑상어
71,67,청어
71,68,촉수
71,69,통치
71,70,학공치
71,71,횟대
71,72,홍어
71,73,해마
71,74,해덕
71,75,개복치
71,76,독가시치
71,77,동갈양태
71,78,동미리
71,79,등가시치
71,80,만세기
71,81,배불뚝치
71,82,빙어
71,83,붉평치
71,84,새다래
71,85,샛멸
71,86,줄비늘치
71,87,황줄깜정이
71,88,바늘동치
71,89,군평선이
71,90,기름치
71,91,날가지
71,92,날쌔기
71,93,남방칼고기
71,94,통구멍
71,95,꼬리치
71,96,날개줄고기
71,97,노랑벤자리
71,98,동강연치
71,99,기타
71,A0,나비고기
71,A1,둑중개
71,A2,미올비늘치
71,A3,샛비늘치
71,A4,날개멸
71,A5,물멸
71,A6,발광멸
71,A7,색줄멸
71,A8,청황문절
71,A9,여을멸
71,B0,줄벤자리
71,B1,밀크피시
71,B2,색줄멸포
71,B3,실치
71,B4,바라문디
71,B5,버터플라이킹피시
71,B6,블랙피시
71,B7,블루피쉬
71,B8,스킬피쉬
71,B9,시아멘시스
71,C0,아이스피시
71,C1,오렌지퍼치
71,C2,자이언트시퍼치
71,C3,토마토하인드
71,C4,페헤레이(F)
71,C5,퓨질리어피쉬
71,C6,힐사이리사
71,C7,듀피시
71,C8,루비
71,C9,블래시바스
71,D0,블루마오리
71,D1,블루아이
71,D2,무레이코드
71,D3,배창
71,D4,다동가리
71,D5,대주둥치
71,D6,대치
71,D7,물꽃치
71,D8,물수배기
71,D9,바닥가시치
71,E0,부치
71,E1,선홍치
71,E2,씬벵이
71,E3,압치
71,E4,앨퉁이
71,E5,은비늘치
71,E6,점매가리
71,E7,주걱치
71,E8,주둥치
71,E9,철갑둥어
72,01,가리비
72,02,가무락
72,03,고둥
72,04,골뱅이
72,05,고막
72,06,굴
72,07,맛
72,08,바지락
72,09,전복
72,10,조개
72,11,홍합
72,12,해락
72,13,우렁이
72,14,개아지살
72,99,기타
73,01,가재
73,02,게
73,03,새우
73,99,기타
74,01,갑오징어
74,02,꼴뚜기
74,03,오징어
74,04,문어
74,05,화살오징어
74,06,낙지
74,07,쭈꾸미
74,99,기 타
75,01,거북
75,02,개불
75,03,갯지렁이
75,04,고래
75,05,미더덕
75,06,성게
75,07,우렁쉥이
75,08,해삼
75,09,해파리
75,99,기타
76,01,김
76,02,꼬시래기
76,03,다시마
76,04,도박
76,05,말
76,06,모자반
76,07,미역
76,08,비단풀
76,09,우뭇가사리
76,10,파래
76,11,풀가사리
76,12,갈래곰보
76,13,돌가사리
76,14,볏붉은잎
76,15,옥덩굴
76,16,부리붉은잎
76,17,세모가사리
76,18,카라기난
76,19,부리붉은잎
76,20,세모가사리
76,21,카라기난
76,99,기타
77,01,가물치
77,02,누치
77,03,돔
77,04,메기
77,05,미꾸라지
77,06,동자개
77,07,백련어
77,08,장어
77,09,베스
77,10,부루길
77,11,붕어
77,12,빙어
77,13,산천어
77,14,송어
77,15,쏘가리
77,16,송사리
77,17,열목어
77,18,드렁허리
77,19,잉어
77,20,초어
77,21,피라미
77,22,황어
77,23,구라미
77,24,동사리
77,25,등목어
77,26,버들치
77,27,한줄퓨실리아
77,28,흑연
77,99,기타
78,01,가재
78,02,게
78,03,새우
78,04,우렁이
78,05,조개
78,06,개구리
78,07,자라
78,08,순채
78,09,다슬기
78,10,재첩
78,11,미끈가지
78,99,기타
79,1,재첩
79,2,다슬기
79,3,대칭이
79,4,논우렁이
79,99,기타 내수면 패류
7A,1,가재
7A,2,게
7A,3,새우
7A,99,기타 내수면갑각류
7B,99,기타 내수면 연체류
7C,1,순채
7C,2,미끈가지
7C,99,기타 내수면 조류
7D,1,개구리
7D,99,기타 내수면 양서류
7E,1,자라
7E,99,기타 내수면 파충류
7Z,1,신선기타
81,01,가시고기
81,02,가오리
81,03,가자미
81,04,갈치
81,05,강달이
81,06,고등어
81,07,까나리
81,08,꼬치고기
81,09,곤쟁이
81,10,곰치
81,11,꼼치
81,12,꽁치
81,13,게르치
81,14,날치
81,15,넙치
81,16,활치
81,17,노래미
81,18,놀래기
81,19,농어
81,20,눈볼대
81,21,바리
81,22,다랑어
81,23,달고기
81,24,대구
81,25,도루묵
81,26,도치
81,27,돔
81,28,망둑어
81,29,홍메치
81,30,매퉁이
81,31,멸치
81,32,명태
81,33,물치다래
81,34,학치
81,35,민어
81,36,민태
81,37,비막치어
81,38,방어
81,39,병어
81,40,뱅어
81,41,보리멸
81,42,복어
81,43,볼락
81,44,붉은메기
81,45,베도라치
81,46,삼세기
81,47,삼치
81,48,상어
81,49,새치
81,50,서대
81,51,성대
81,52,숭어
81,53,아귀
81,54,양미리
81,55,양태(장대)
81,56,연어
81,57,풀미역치
81,58,장갱이
81,59,장어
81,60,적어
81,61,전기가오리
81,62,전갱이
81,63,조기
81,64,쥐치
81,65,준치
81,66,철갑상어
81,67,청어
81,68,촉수
81,69,통치
81,70,학공치
81,71,횟대
81,72,홍어
81,73,해마
81,74,해덕
81,75,개복치
81,76,독가시치
81,77,동갈양태
81,78,동미리
81,79,등가시치
81,80,만세기
81,81,배불뚝치
81,82,빙어
81,83,붉평치
81,84,새다래
81,85,샛멸
81,86,줄비늘치
81,87,황줄깜정이
81,88,바늘동치
81,89,군평선이
81,90,기름치
81,91,날가지
81,92,날쌔기
81,93,남방칼고기
81,94,통구멍
81,95,꼬리치
81,96,날개줄고기
81,97,노랑벤자리
81,98,동강연치
81,99,기타
81,A0,나비고기
81,A1,둑중개
81,A2,미올비늘치
81,A3,샛비늘치
81,A4,날개멸
81,A5,물멸
81,A6,발광멸
81,A7,색줄멸
81,A8,청황문절
81,A9,여을멸
81,B0,줄벤자리
81,B1,밀크피시
81,B2,색줄멸포
81,B3,실치
81,B4,바라문디
81,B5,버터플라이킹피시
81,B6,블랙피시
81,B7,블루피쉬
81,B8,스킬피쉬
81,B9,시아멘시스
81,C0,아이스피시
81,C1,오렌지퍼치
81,C2,자이언트시퍼치
81,C3,토마토하인드
81,C4,페헤레이(F)
81,C5,퓨질리어피쉬
81,C6,힐사이리사
81,C7,듀피시
81,C8,루비
81,C9,블래시바스
81,D0,블루마오리
81,D1,블루아이
81,D2,무레이코드
81,D3,배창
81,D4,다동가리
81,D5,대주둥치
81,D6,대치
81,D7,물꽃치
81,D8,물수배기
81,D9,바닥가시치
81,E0,부치
81,E1,선홍치
81,E2,씬벵이
81,E3,압치
81,E4,앨퉁이
81,E5,은비늘치
81,E6,점매가리
81,E7,주걱치
81,E8,주둥치
81,E9,철갑둥어
82,01,가리비
82,02,가무락
82,03,고둥
82,04,골뱅이
82,05,고막
82,06,굴
82,07,맛
82,08,바지락
82,09,전복
82,10,조개
82,11,홍합
82,12,해락
82,13,우렁이
82,14,개아지살
82,99,기타
83,01,가재
83,02,게
83,03,새우
83,99,기타
84,01,갑오징어
84,02,꼴뚜기
84,03,오징어
84,04,문어
84,05,화살오징어
84,06,낙지
84,07,쭈꾸미
84,99,기 타
85,01,거북
85,02,개불
85,03,갯지렁이
85,04,고래
85,05,미더덕
85,06,성게
85,07,우렁쉥이
85,08,해삼
85,09,해파리
85,10,냉동복합
85,99,기타
86,01,가물치
86,02,누치
86,03,돔
86,04,메기
86,05,미꾸라지
86,06,동자개
86,07,백련어
86,08,장어
86,09,베스
86,10,부루길
86,11,붕어
86,12,빙어
86,13,산천어
86,14,송어
86,15,쏘가리
86,16,송사리
86,17,열목어
86,18,드렁허리
86,19,잉어
86,20,초어
86,21,피라미
86,22,황어
86,23,구라미
86,24,동사리
86,25,등목어
86,26,버들치
86,27,한줄퓨실리아
86,28,흑연
86,99,기타
87,01,가재
87,02,게
87,03,새우
87,04,우렁이
87,05,조개
87,06,개구리
87,07,자라
87,08,순채
87,09,다슬기
87,10,재첩
87,11,미끈가지
87,12,열목어
87,13,드렁허리
87,14,잉어
87,15,동사리
87,16,등목어
87,17,버들치
87,18,열대어
87,19,송사리
87,20,한줄퓨실리아
87,21,흑연
87,99,기타
88,99,기타내수면기타
89,01,가오리포
89,02,갈치포
89,03,김
89,04,까나리
89,05,노가리
89,06,다시마
89,07,대구
89,08,돔포
89,09,메기포
89,10,멸치
89,11,명란
89,12,명태
89,13,문어
89,14,미역
89,15,밴댕어
89,16,뱅어포
89,17,새우
89,18,설치
89,19,실치
89,20,양미리
89,21,연어
89,22,오징어
89,23,옥돔
89,24,장어포
89,25,조개살
89,26,조기
89,27,쥐치
89,28,청각
89,29,청어
89,30,파래
89,31,학공치포
89,32,한치채
89,33,홍합
89,34,갈래곰보
89,35,고등어
89,36,날치알
89,37,바지락
89,38,상어알
89,39,성게알
89,40,전복
89,41,오분자기
89,42,전복내장
89,43,해삼
89,44,해파리
89,45,과메기
89,46,게
89,48,아귀
89,50,서대
89,55,양태(장대)
89,56,다랑어
89,57,조피볼락
89,58,단포
89,59,볼락
89,60,가자미
89,61,임연수
89,62,매퉁이
89,99,기타
8A,1,가재
8A,2,게
8A,3,새우
8A,99,기타 내수면갑각류
8B,99,기타 내수면 연체류
8C,1,순채
8C,2,미끈가지
8C,99,기타 내수면 조류
8D,1,개구리
8D,99,기타 내수면 양서류
8E,1,자라
8E,99,기타 내수면 파충류
8Z,1,냉동기타
91,01,통조림
91,02,쨈
91,03,주스
91,04,절임식품
91,05,유지
91,06,전분 및 사료제조
91,07,곡물제조
91,08,조미제품
91,09,차
91,10,기타식품
91,11,화훼가공
91,12,목기
91,13,제기
91,14,음료
91,15,건강보조식품
91,16,농림공예
91,17,건제품
91,18,비식용유기가공품
91,99,기타
92,01,육가공품
92,02,축산부산물
92,99,기타
93,01,통조림
93,02,조미가공
93,03,젓갈
93,04,"어묵,어분,어비"
93,05,천연조미료
93,07,건가공(포)류
93,08,건가공(채)류
93,09,건가공(해조)류
93,10,연제품류
93,11,어분류
93,12,어비류
93,13,어유류
93,99,기타
96,01,곤포
96,02,노감석
96,03,노봉방
96,04,해조
96,05,녹각
96,06,녹용
96,07,뇌환
96,08,누고
96,09,망초
96,10,모려분(모려)
96,11,몰약
96,12,몽석
96,13,백반
96,14,건사
96,15,별갑
96,16,붕사
96,17,섬수
96,18,수질
96,19,아교주(아교)
96,20,자석
96,21,상표초
96,22,오공
96,23,오초사
96,24,적석지
96,25,전갈
96,26,천축황
96,27,합개
96,28,혈갈
96,ZZ,기타
98,01,콩
98,02,옥수수
98,03,면화
98,04,새싹채소
98,05,캐놀라
98,06,콩나물
98,07,사탕무
99,01,콩
99,02,옥수수
99,03,면실류
99,04,알팔파
99,05,캐놀라
9Z,9Z,테스트2
A1,1,큰가시고기
A1,10,꽁치
A1,11,게르치
A1,12,날치
A1,13,넙치
A1,14,노래미
A1,15,놀래기
A1,16,농어
A1,17,바리
A1,18,다랑어
A1,19,달고기
A1,2,가오리
A1,20,대구
A1,21,도루묵
A1,22,도치
A1,23,돔
A1,24,망둑어
A1,25,매퉁이
A1,26,멸치
A1,27,민어
A1,28,민태
A1,29,비막치어
A1,3,가자미
A1,30,병어
A1,31,뱅어
A1,32,보리멸
A1,33,복어
A1,34,볼락
A1,35,첨치과
A1,36,베도라치
A1,37,삼세기
A1,38,삼치
A1,39,상어
A1,4,갈치
A1,40,새치
A1,41,서대
A1,42,성대
A1,43,숭어
A1,44,아귀
A1,45,양미리
A1,46,양태(장대)
A1,47,연어
A1,48,검정우럭
A1,49,장갱이
A1,5,고등어
A1,50,장어
A1,51,전갱이
A1,52,쥐치
A1,53,준치
A1,54,철갑상어
A1,55,청어
A1,56,촉수
A1,57,갈치꼬치과어류
A1,58,학공치
A1,59,둑중개과어류
A1,6,까나리
A1,60,홍어
A1,61,실고기과어류
A1,62,개복치
A1,63,독가시치
A1,64,동갈양태
A1,65,동미리
A1,66,등가시치
A1,67,만새기
A1,68,배불뚝치
A1,69,바다빙어
A1,7,꼬치고기
A1,70,새다래
A1,71,샛멸
A1,72,황줄깜정이
A1,73,날새기
A1,74,통구멍
A1,75,꼬리치
A1,76,날개줄고기
A1,77,노랑벤자리
A1,78,동강연치
A1,79,다동가리
A1,8,곰치
A1,80,대주둥치
A1,81,대치
A1,82,물꽃치
A1,83,물수배기
A1,84,바닥가시치
A1,85,부치
A1,86,선홍치
A1,87,씬벵이
A1,88,압치
A1,89,앨퉁이
A1,9,꼼치
A1,90,은비늘치
A1,91,점매가리
A1,92,주걱치
A1,93,주둥치
A1,94,철갑둥어
A1,95,풀미역치
A1,96,학치
A1,97,홍메치
A1,98,활치
A1,99,기타해면어류
A1,A0,나비고기
A1,A1,둑중개
A1,A2,미올비늘치
A1,A3,샛비늘치
A1,A4,날개멸
A1,A5,물멸
A1,A6,발광멸
A1,A7,색줄멸
A1,A8,청황문절
A1,A9,여을멸
A1,B0,줄벤자리
A1,B1,밀크피시
A1,B2,색줄멸포
A1,B3,실치
A1,B4,바라문디
A1,B5,버터플라이킹피시
A1,B6,블랙피시
A1,B7,블루피쉬
A1,B8,스킬피쉬
A1,B9,시아멘시스
A1,C0,아이스피시
A1,C1,오렌지퍼치
A1,C2,자이언트시퍼치
A1,C3,토마토하인드
A1,C4,페헤레이(F)
A1,C5,퓨질리어피쉬
A1,C6,힐사이리사
A1,C7,듀피시
A1,C8,루비
A1,C9,블래시바스
A1,D0,블루마오리
A1,D1,블루아이
A1,D2,무레이코드
A1,D3,배창
A2,1,가리비
A2,10,우렁이
A2,11,피조개
A2,2,고둥
A2,3,꼬막
A2,4,굴
A2,5,맛조개
A2,6,바지락
A2,7,전복
A2,8,기타조개
A2,9,홍합
A2,99,기타해면패류
A3,1,가재
A3,2,게
A3,3,새우
A3,99,기타해면갑각류
A4,1,갑오징어
A4,2,꼴뚜기
A4,3,오징어
A4,4,문어
A4,5,화살오징어
A4,6,낙지
A4,7,주꾸미
A4,99,기타해면연체류
A5,1,거북
A5,2,개불
A5,3,갯지렁이
A5,4,고래
A5,5,미더덕
A5,6,성게
A5,7,우렁쉥이
A5,8,해삼
A5,9,해파리
A5,99,기타해면기타
A6,1,김
A6,10,풀가사리
A6,11,진두발
A6,12,청각
A6,13,석묵
A6,14,갈래곰보
A6,15,돌가사리
A6,16,볏붉은잎
A6,17,실말
A6,18,옥덩굴
A6,19,부리붉은잎
A6,2,꼬시래기
A6,20,세모가사리
A6,21,카라기난
A6,3,다시마
A6,4,도박
A6,5,말
A6,6,모자반
A6,7,미역
A6,8,우뭇가사리
A6,9,파래
A6,99,기타해조류
A7,1,가물치
A7,10,송어
A7,11,꺽지
A7,12,열목어
A7,13,드렁허리
A7,14,잉어
A7,15,동사리
A7,16,등목어
A7,17,버들치
A7,18,열대어
A7,19,송사리
A7,2,돔
A7,20,한줄퓨실리아
A7,21,흑연
A7,3,메기
A7,4,기름종개류어류
A7,5,동자개
A7,6,장어
A7,7,붕어
A7,8,바다빙어
A7,9,산천어
A7,99,기타내수면어류
A8,99,기타내수면기타
A9,1,재첩
A9,2,다슬기
A9,3,대칭이
A9,4,논우렁이
A9,99,기타 내수면 패류
AA,1,가재
AA,2,게
AA,3,새우
AA,99,기타 내수면갑각류
AB,99,기타 내수면 연체류
AC,1,순채
AC,2,미끈가지
AC,99,기타 내수면 조류
AD,1,개구리
AD,99,기타 내수면 양서류
AE,1,자라
AE,99,기타 내수면 파충류
AZ,1,건기타
B1,1,큰가시고기
B1,10,꽁치
B1,11,게르치
B1,12,날치
B1,13,넙치
B1,14,노래미
B1,15,놀래기
B1,16,농어
B1,17,바리
B1,18,다랑어
B1,19,달고기
B1,2,가오리
B1,20,대구
B1,21,도루묵
B1,22,도치
B1,23,돔
B1,24,망둑어
B1,25,매퉁이
B1,26,멸치
B1,27,민어
B1,28,민태
B1,29,비막치어
B1,3,가자미
B1,30,병어
B1,31,뱅어
B1,32,보리멸
B1,33,복어
B1,34,볼락
B1,35,첨치과
B1,36,베도라치
B1,37,삼세기
B1,38,삼치
B1,39,상어
B1,4,갈치
B1,40,새치
B1,41,서대
B1,42,성대
B1,43,숭어
B1,44,아귀
B1,45,양미리
B1,46,양태(장대)
B1,47,연어
B1,48,검정우럭
B1,49,장갱이
B1,5,고등어
B1,50,장어
B1,51,전갱이
B1,52,쥐치
B1,53,준치
B1,54,철갑상어
B1,55,청어
B1,56,촉수
B1,57,갈치꼬치과어류
B1,58,학공치
B1,59,둑중개과어류
B1,6,까나리
B1,60,홍어
B1,61,실고기과어류
B1,62,개복치
B1,63,독가시치
B1,64,동갈양태
B1,65,동미리
B1,66,등가시치
B1,67,만새기
B1,68,배불뚝치
B1,69,바다빙어
B1,7,꼬치고기
B1,70,새다래
B1,71,샛멸
B1,72,황줄깜정이
B1,73,날새기
B1,74,통구멍
B1,75,꼬리치
B1,76,날개줄고기
B1,77,노랑벤자리
B1,78,동강연치
B1,79,다동가리
B1,8,곰치
B1,80,대주둥치
B1,81,대치
B1,82,물꽃치
B1,83,물수배기
B1,84,바닥가시치
B1,85,부치
B1,86,선홍치
B1,87,씬벵이
B1,88,압치
B1,89,앨퉁이
B1,9,꼼치
B1,90,은비늘치
B1,91,점매가리
B1,92,주걱치
B1,93,주둥치
B1,94,철갑둥어
B1,95,풀미역치
B1,96,학치
B1,97,홍메치
B1,98,활치
B1,99,기타해면어류
B1,A0,나비고기
B1,A1,둑중개
B1,A2,미올비늘치
B1,A3,샛비늘치
B1,A4,날개멸
B1,A5,물멸
B1,A6,발광멸
B1,A7,색줄멸
B1,A8,청황문절
B1,A9,여을멸
B1,B0,줄벤자리
B1,B1,밀크피시
B1,B2,색줄멸포
B1,B3,실치
B1,B4,바라문디
B1,B5,버터플라이킹피시
B1,B6,블랙피시
B1,B7,블루피쉬
B1,B8,스킬피쉬
B1,B9,시아멘시스
B1,C0,아이스피시
B1,C1,오렌지퍼치
B1,C2,자이언트시퍼치
B1,C3,토마토하인드
B1,C4,페헤레이(F)
B1,C5,퓨질리어피쉬
B1,C6,힐사이리사
B1,C7,듀피시
B1,C8,루비
B1,C9,블래시바스
B1,D0,블루마오리
B1,D1,블루아이
B1,D2,무레이코드
B1,D3,배창
B2,1,가리비
B2,10,우렁이
B2,11,피조개
B2,2,고둥
B2,3,꼬막
B2,4,굴
B2,5,맛조개
B2,6,바지락
B2,7,전복
B2,8,기타조개
