대분류코드,중분류코드,소분류코드,소분류명
41,71,10,종견
41,71,11,쉐퍼트종견
41,71,12,치와와종견
41,71,13,요크셔테리어종견
41,71,14,푸들종견
41,71,15,블독종견
41,71,16,시베리안허스키종견
41,71,19,기타 종견
41,71,20,자견
41,71,30,"육성견,성견"
41,71,99,기타개량종개
41,72,00,고유종개
41,72,10,종견
41,72,11,진도종견
41,72,12,삽살종견
41,72,13,풍산종견
41,72,19,기타
41,72,20,자견
41,72,30,"육성견,성견"
41,72,99,기타고유종개
41,73,00,잡종견
41,73,10,자견
41,73,20,"육성견,성견"
41,73,70,특수목적견
41,73,99,기타잡종견
41,79,00,기타개류
41,79,01,기타개류(일반)
41,80,00,기타가축류
41,80,01,기타가축류(일반)
41,81,00,토끼
41,81,10,육종종
41,81,20,모피용종
41,81,21,친칠라
41,81,22,렉스
41,81,29,기타 모피용종
41,81,30,모용종
41,81,99,기타토끼
41,82,00,친칠라
41,82,01,친칠라(일반)
41,83,00,밍크
41,83,01,밍크(일반)
41,84,00,사슴
41,84,11,꽃사슴
41,84,12,레드디어
41,84,13,엘크
41,84,14,순록
41,84,99,기타사슴
41,85,00,여우
41,85,11,청여우
41,85,12,은여우
41,85,99,기타여우
41,86,00,벌류
41,86,10,종봉
41,86,20,개량종
41,86,21,이탈리안
41,86,22,카니오란
41,86,23,코카시안
41,86,29,기타
41,86,30,재래종
41,86,90,기타벌
41,86,91,뒤영벌
41,86,92,가위벌
41,86,99,기타벌류
41,99,00,생축(가축)류기타
42,10,00,설치류
42,10,01,설치류(일반)
42,11,00,쥐
42,11,10,쥐종축
42,11,11,관상용
42,11,12,시험용 마우스
42,11,13,시험용렛
42,11,20,성축쥐
42,11,21,관상용
42,11,22,시험용 마우스
42,11,23,시험용 렛
42,11,99,기타쥐
42,12,00,다람쥐
42,12,01,다람쥐(일반)
42,13,00,햄스터
42,13,01,헴스터(일반)
42,14,00,기닉픽
42,14,01,기닉픽(일반)
42,15,00,뉴트리아
42,15,01,뉴트리아(일반)
42,15,02,순종
42,15,03,교잡종
42,19,00,기타설치류
42,19,01,기타설치류(일반)
42,20,00,육상 포유류
42,20,01,육상 포유류(일반)
42,21,00,곰
42,21,01,곰(일반)
42,22,00,늑대
42,22,01,늑대(일반)
42,23,00,오소리
42,23,01,오소리(일반)
42,23,02,참오소리
42,23,03,돼지코오소리
42,23,04,교잡종
42,24,00,고양이
42,24,01,고양이(일반)
42,25,00,캥거루
42,25,01,캥거루(일반)
42,26,00,호랑이
42,26,01,호랑이(일반)
42,29,00,기타육상포유류
42,29,01,기타육상포유류
42,30,00,해양성포유류
42,30,01,해양성포유류
42,31,00,해리
42,31,01,해리(일반)
42,32,00,바다표범
42,32,01,바다표범(일반)
42,39,00,기타해양성포유류
42,39,01,기타해양성포유류(일반)
42,40,00,조류
42,40,01,조류(일반)
42,41,00,꿩
42,41,01,꿩(일반)
42,42,00,머스커비 오리
42,42,01,머스커비 오리(일반)
42,43,00,기러기
42,43,01,기러기(일반)
42,44,00,타조
42,44,01,종타조
42,44,11,아프리칸블랙종
42,44,12,레드 타조
42,44,13,블루종
42,44,19,기타종타조
42,44,20,새끼 타조
42,44,21,아프리칸블랙종
42,44,22,레드 타조
42,44,23,블루종
42,44,29,기타새끼타조
42,44,30,성타조
42,44,31,아프리칸블랙종
42,44,32,레드 타조
42,44,33,블루종
42,44,39,기타 성타조
42,44,99,기타타조
42,49,00,기타조류
42,49,01,기타조류(일반)
42,50,00,파충류
42,50,01,파충류(일반)
42,51,00,
42,51,01,뱀(일반)
42,53,00,
42,53,01,도마뱀(일반)
42,54,00,
42,54,01,악어(일반)
42,59,00,
42,59,01,기타파충류(일반)
42,60,00,환형동물
42,60,01,환형동물(일반)
42,61,00,지렁이
42,61,01,지렁이(일반)
42,69,00,기타환형동물
42,69,01,기타환형동물(일반)
42,70,00,곤충류
42,70,01,곤충류(일반)
42,71,00,잠종
42,71,10,견사용 누에
42,71,11,사성잠
42,71,12,장춘잠
42,71,13,양추잠
42,71,14,백옥잠
42,71,15,대성잠
42,71,16,용강잠
42,71,17,부농잠
42,71,18,개량잠
42,71,19,기타견사용
42,71,99,기타 잠종
42,72,00,초파리
42,72,01,시험용
42,72,99,기타초파리
42,99,00,기타생축류기타
43,01,00,한우
43,01,10,지육
43,01,11,온도체
43,01,12,이분도체
43,01,13,사분도체
43,01,19,기타지육
43,01,20,정육
43,01,21,안심
43,01,22,등심
43,01,23,윗등심살
43,01,24,아래등심살
43,01,25,꽃등심살
43,01,26,살치살
43,01,27,채끝
43,01,28,목심
43,01,29,앞다리
43,01,30,꾸리살
43,01,31,갈비덧살
43,01,32,부채살
43,01,33,앞다리살
43,01,34,우둔살
43,01,35,홍두께살
43,01,36,설도
43,01,37,보섭살
43,01,38,설깃살
43,01,39,도가니살
43,01,40,양지
43,01,41,양지머리
43,01,42,업진살
43,01,43,차돌박이
43,01,44,치마살
43,01,45,사태
43,01,46,아롱사태
43,01,47,뭉치사태
43,01,48,앞사태
43,01,49,뒷사태
43,01,50,갈비
43,01,51,마구리
43,01,52,토시살
43,01,53,안창살
43,01,54,제비추리
43,01,59,기타정육
43,01,60,2차부산물
43,01,61,사골
43,01,62,꼬리
43,01,63,도가니
43,01,64,등뼈
43,01,69,기타잡뼈
43,01,70,1차부산물
43,01,71,족
43,01,72,머리
43,01,73,혈
43,01,74,간
43,01,75,갑상선
43,01,76,고환
43,01,77,자궁
43,01,78,난소
43,01,79,척수
43,01,80,비장
43,01,81,췌장
43,01,82,뇌
43,01,83,허파
43,01,84,태반
43,01,85,부신
43,01,86,담낭
43,01,87,횡경막
43,01,88,혀
43,01,89,염통
43,01,90,우피
43,01,91,지방
43,01,92,대장
43,01,93,소장
43,01,94,안심살
43,01,95,채끝살
43,01,96,목심살
43,01,97,부채덮개살
43,01,99,기타부산물
43,01,A0,우둔
43,01,A1,설깃머리살
43,01,A2,삼각살
43,01,A3,업진안살
43,01,A4,치마양지
43,01,A5,앞치마살
43,01,A6,상박살
43,01,A7,본갈비
43,01,A8,꽃갈비
43,01,A9,참갈비
43,01,B0,갈비살
43,01,B1,차돌박이
43,02,00,젖소
43,02,10,지육
43,02,11,온도체
43,02,12,이분도체
43,02,13,사분도체
43,02,19,기타지육
43,02,20,정육
43,02,21,안심
43,02,22,등심
43,02,23,윗등심살
43,02,24,아래등심살
43,02,25,꽃등심살
43,02,26,살치살
43,02,27,채끝
43,02,28,목심
43,02,29,앞다리
43,02,30,꾸리살
43,02,31,갈비덧살
43,02,32,부채살
43,02,33,앞다리살
43,02,34,우둔살
43,02,35,홍두께살
43,02,36,설도
43,02,37,보섭살
43,02,38,설깃살
43,02,39,도가니살
43,02,40,양지
43,02,41,양지머리
43,02,42,업진살
43,02,43,차돌박이
43,02,44,치마살
43,02,45,사태
43,02,46,아롱사태
43,02,47,뭉치사태
43,02,48,앞사태
43,02,49,뒷사태
43,02,50,갈비
43,02,51,마구리
43,02,52,토시살
43,02,53,안창살
43,02,54,제비추리
43,02,59,기타정육
43,02,60,2차부산물
43,02,61,사골
43,02,62,꼬리
43,02,63,도가니
43,02,64,등뼈
43,02,69,기타잡뼈
43,02,70,1차부산물
43,02,71,족
43,02,72,머리
43,02,73,혈
43,02,74,간
43,02,75,갑상선
43,02,76,고환
43,02,77,자궁
43,02,78,난소
43,02,79,척수(등골)
43,02,80,비장
43,02,81,췌장
43,02,82,뇌
43,02,83,허파
43,02,84,태반
43,02,85,부신
43,02,86,담낭
43,02,87,횡경막
43,02,88,혀
43,02,89,염통
43,02,90,우피
43,02,91,지방
43,02,92,대장
43,02,93,소장
43,02,94,안심살
43,02,95,채끝살
43,02,96,목심살
43,02,97,부채덮개살
43,02,99,기타부산물
43,02,A0,우둔
43,02,A1,설깃머리살
43,02,A2,삼각살
43,02,A3,업진안살
43,02,A4,치마양지
43,02,A5,앞치마살
43,02,A6,상박살
43,02,A7,본갈비
43,02,A8,꽃갈비
43,02,A9,참갈비
43,02,B0,갈비살
43,02,B1,차돌박이
43,03,00,육우
43,03,10,지육
43,03,11,온도체
43,03,12,이분도체
43,03,13,사분도체
43,03,19,기타지육
43,03,20,정육
43,03,21,안심
43,03,22,등심
43,03,23,윗등심살
43,03,24,아래등심살
43,03,25,꽃등심살
43,03,26,살치살
43,03,27,채끝
43,03,28,목심
43,03,29,앞다리
43,03,30,꾸리살
43,03,31,갈비덧살
43,03,32,부채살
43,03,33,앞다리살
43,03,34,우둔살
43,03,35,홍두께살
43,03,36,설도
43,03,37,보섭살
43,03,38,설깃살
43,03,39,도가니살
43,03,40,양지
43,03,41,양지머리
43,03,42,업진살
43,03,43,차돌박이
43,03,44,치마살
43,03,45,사태
43,03,46,아롱사태
43,03,47,뭉치사태
43,03,48,앞사태
43,03,49,뒷사태
43,03,50,갈비
43,03,51,마구리
43,03,52,토시살
43,03,53,안창살
43,03,54,제비추리
43,03,59,기타정육
43,03,60,2차부산물
43,03,61,사골
43,03,62,꼬리
43,03,63,도가니
43,03,64,등뼈
43,03,69,기타잡뼈
43,03,70,1차부산물
43,03,71,족
43,03,72,머리
43,03,73,혈
43,03,74,간
43,03,75,갑상선
43,03,76,고환
43,03,77,자궁
43,03,78,난소
43,03,79,척수(등골)
43,03,80,비장
43,03,81,췌장
43,03,82,뇌
43,03,83,허파
43,03,84,태반
43,03,85,부신
43,03,86,담낭
43,03,87,횡경막
43,03,88,혀
43,03,89,염통
43,03,90,우피
43,03,91,지방
43,03,92,대장
43,03,93,소장
43,03,94,안심살
43,03,95,채끝살
43,03,96,목심살
43,03,97,부채덮개살
43,03,99,기타부산물
43,03,A0,우둔
43,03,A1,설깃머리살
43,03,A2,삼각살
43,03,A3,업진안살
43,03,A4,치마양지
43,03,A5,앞치마살
43,03,A6,상박살
43,03,A7,본갈비
43,03,A8,꽃갈비
43,03,A9,참갈비
43,03,B0,갈비살
43,03,B1,차돌박이
43,04,00,돈육
43,04,10,지육
43,04,11,온도체
43,04,12,이분도체
43,04,13,사분도체
43,04,19,기타지육
43,04,20,정육
43,04,21,안심
43,04,22,등심
43,04,23,채끝
43,04,24,목삼겹
43,04,25,앞다리
43,04,26,뒷다리
43,04,27,삼겹살
43,04,28,갈비
43,04,29,갈매기살
43,04,30,사태
43,04,31,앞사태
43,04,32,뒤사태
43,04,33,등심덧살
43,04,34,보섭살
43,04,35,볼기살
43,04,36,설깃살
43,04,37,알등심살
43,04,38,항정살
43,04,39,기타정육
43,04,40,부산물
43,04,41,족
43,04,42,머리
43,04,43,뼈
43,04,44,간
43,04,45,갑상선
43,04,46,고환
43,04,47,자궁
43,04,48,난소
43,04,49,척수(등골)
43,04,50,비장
43,04,51,췌장
43,04,52,뇌
43,04,53,허파
43,04,54,콩팥
43,04,55,태반
43,04,56,부신
43,04,57,담낭
43,04,58,횡경막
43,04,59,혀
43,04,60,염통
43,04,61,돈피
43,04,62,대장
43,04,63,소장
43,04,64,도가니살
43,04,65,가브리살
43,04,66,안심살
43,04,67,등심살
43,04,68,목심
43,04,69,목심살
43,04,70,앞다리살
43,04,71,앞사태살
43,04,72,홍두깨살
43,04,73,뒷사태살
43,04,74,등갈비
43,04,75,토시살
43,04,76,오돌삼겹
43,04,77,갈비살
43,04,78,마구리
43,04,99,기타부산물
43,05,00,닭고기
43,05,11,통닭
43,05,12,안심
43,05,13,날개
43,05,14,봉
43,05,15,다리
43,05,16,북채
43,05,17,가슴살
43,05,18,윗다리
43,05,19,다리(발골육)
43,05,20,윗다리(발골육)
43,05,21,아랫다리(발골육)
43,05,22,아랫날개
43,05,23,가슴
43,05,24,가공육(절단육)
43,05,99,기타닭고기
43,07,01,발골용
43,07,02,통(전체)용
43,07,03,절단용
43,07,99,기타
43,99,00,국내산육류기타
43,99,11,국내산(갈비)
43,99,12,국내산(등심)
43,99,13,국내산(불고기)
44,01,00,쇠고기
44,01,10,지육
44,01,11,온도체
44,01,12,이분도체
44,01,13,사분도체
44,01,19,기타지육
44,01,20,정육
44,01,21,안심
44,01,22,등심
44,01,23,채끝
44,01,24,토시
44,01,25,목심
44,01,26,우둔
44,01,27,설도
44,01,28,앞다리
44,01,29,양지
44,01,30,사태
44,01,31,갈비
44,01,32,안창
44,01,33,늑간살
44,01,34,사골사태
44,01,35,앞다리살
44,01,36,차돌양지
44,01,37,갈비살
44,01,38,홍두께살
44,01,39,견갑골살
44,01,40,제비추리
44,01,49,기타정육
44,01,50,2차부산물
44,01,51,사골
44,01,52,꼬리
44,01,53,도가니
44,01,54,등뼈
44,01,59,기타잡뼈
44,01,70,1차부산물
44,01,71,족
44,01,72,머리
44,01,73,혈
44,01,74,간
44,01,75,갑상선
44,01,76,고환
44,01,77,자궁
44,01,78,난소
44,01,79,척수(등골)
44,01,80,비장
44,01,81,췌장
44,01,82,뇌
44,01,83,허파
44,01,84,태반
44,01,85,부신
44,01,86,담낭
44,01,87,횡경막
44,01,88,혀
44,01,89,염통
44,01,90,우피
44,01,91,지방
44,01,92,대장
44,01,93,소장
44,01,99,기타부산물
44,02,00,돈육
44,02,10,지육
44,02,11,온도체
44,02,12,이분도체
44,02,13,사분도체
44,02,19,기타지육
44,02,20,정육
44,02,21,안심
44,02,22,등심
44,02,23,채끝
44,02,24,목삼겹
44,02,25,앞다리
44,02,26,뒷다리
44,02,27,삼겹살
44,02,28,갈비
44,02,29,갈매기살
44,02,30,사태
44,02,31,앞사태
44,02,32,뒤사태
44,02,39,기타정육
44,02,40,부산물
44,02,41,족
44,02,42,머리
44,02,43,뼈
44,02,44,간
44,02,45,갑상선
44,02,46,고환
44,02,47,자궁
44,02,48,난소
44,02,49,척수(등골)
44,02,50,비장
44,02,51,췌장
44,02,52,뇌
44,02,53,허파
44,02,54,콩팥
44,02,55,태반
44,02,56,부신
44,02,57,담낭
44,02,58,횡경막
44,02,59,혀
44,02,60,염통
44,02,61,돈피
44,02,62,대장
44,02,63,소장
44,02,65,가브리살
44,02,99,기타부산물
44,03,00,닭고기
44,03,11,통닭
44,03,12,다리
44,03,13,가슴
44,03,14,날개
44,03,15,닭발
44,03,99,기타닭고기
44,99,00,수입육류기타
44,99,21,수입육(미국산갈비)
44,99,22,수입육(미국산등심)
44,99,23,수입육(미국산불고기)
44,99,31,수입육(호주산갈비)
44,99,32,수입육(호주산등심)
44,99,33,수입육(호주산불고기)
45,01,00,말고기
45,01,11,지육
45,01,12,정육
45,01,13,식용설육
45,01,99,기타말고기
45,02,00,기타육
45,02,10,당나귀고기
45,02,20,산양고기
45,02,30,면양고기
45,02,40,칠면조고기
45,02,50,오리.거위고기
45,02,51,발골용
45,02,52,통(전체)용
45,02,53,절단용
45,02,54,오리식육제품
45,02,59,기타
45,02,60,토끼고기
45,02,70,사슴고기
45,02,80,고래고기
45,02,90,해양동물의 고기
45,02,99,기타기타육
45,03,00,비계
45,03,10,우지
45,03,20,라이드
45,03,30,돈지
45,03,40,양지
45,03,50,가금의 비계
45,03,99,기타비계
45,99,00,기타육류기타
46,01,00,생우유
46,01,10,소 원유
46,01,20,양 원유
46,01,99,기타생우유
46,02,00,살균시유
46,02,10,일반우유
46,02,20,산양유
46,02,30,강화우유
46,02,40,환원유
46,02,55,유산균첨가우유
46,02,60,저지방우유
46,02,65,환원저지방우유
46,02,70,강화저지방우유
46,02,75,환원강화저지방우유
46,02,80,유산균첨가저지방우유
46,02,85,유당분해우유
46,02,90,저지방유당분해우유
46,02,99,기타살균시유
46,03,00,멸균시유
46,03,10,일반우유
46,03,20,산양유
46,03,30,강화우유
46,03,40,환원유
46,03,50,유산균첨가우유
46,03,60,저지방우유
46,03,65,환원저지방우유
46,03,70,강화저지방우유
46,03,75,환원강화저지방우유
46,03,80,유산균첨가저지방우유
46,03,85,유당분해우유
46,03,90,저지방유당분해우유
46,03,99,기타멸균시유
46,04,00,살균가공유
46,04,10,가공유
46,04,20,저지방가공유
46,04,30,유음료
46,04,99,기타살균가공유
46,05,00,멸균가공유
46,05,10,가공유
46,05,20,저지방가공유
46,05,30,유음료
46,05,99,기타멸균가공유
46,06,00,발효유
46,06,10,발효유
46,06,20,농후발효유
46,06,30,크림발효유
46,06,40,농후크림발효유
46,06,50,발효버터유
46,06,60,냉동발효유
46,06,99,기타발효유
46,07,00,버터유
46,07,10,버터유
46,07,20,버터유분말
46,07,99,기타버터유
46,08,00,농축유
46,08,10,농축우유
46,08,20,탈지농축우유
46,08,30,가당연유
46,08,40,무당연유
46,08,50,가당탈지연유
46,08,99,기타농축유
46,09,00,유크림
46,09,10,유크림
46,09,20,가공유크림
46,09,30,분말유크림
46,09,99,기타유크림류
46,10,00,버터
46,10,10,버터
46,10,20,가공버터
46,10,99,기타버터류
46,11,00,치즈
46,11,10,경성치즈
46,11,20,반경성치즈
46,11,30,연성치즈
46,11,40,생치즈
46,11,50,경성가공치즈
46,11,60,반경성가공치즈
46,11,70,혼합가공치즈
46,11,80,연성가공치즈
46,11,99,기타치즈류
46,12,00,분유
46,12,10,전지분유
46,12,20,탈지분유
46,12,30,가당분유
46,12,40,혼합분유
46,12,99,기타 분유류
46,13,00,유청
46,13,10,유청
46,13,20,농축유청
46,13,30,유청분말
46,13,99,기타유청류
46,14,00,유단백가수분해식품
46,14,10,유단백가수분해물
46,14,20,유단백가수분해물가공식품
46,14,99,기타유단백가수분해식품
46,15,00,조제유
46,15,10,조제분유
46,15,20,조제우유
46,15,99,기타조제유류
46,99,00,기타유제품
46,99,10,유당
46,99,20,유장
46,99,30,유장분말
46,99,40,카제인
46,99,50,버트밀크
46,99,99,기타기타유제품
47,01,00,알가공품
47,01,10,전란액
47,01,20,난백액
47,01,30,전란분
47,01,40,난황분
47,01,50,난백분
47,01,60,가열성형제품
47,01,70,피단
47,01,99,기타알가공품
47,02,00,조란
47,02,10,계란
47,02,11,소란
47,02,12,중란
47,02,13,대란
47,02,14,특란
47,02,15,왕란
47,02,16,액란
47,02,20,칠면조 알
47,02,30,오리 알
47,02,40,청동오리등 알
47,02,50,거위 알
47,02,60,메추리 알
47,02,70,꿩알
47,02,80,기러기 알
47,02,90,타조 알
47,02,95,관상조 알
47,02,99,기타조란
47,03,00,꿀벌
47,03,10,한봉꿀
47,03,20,양봉꿀
47,03,21,아카시아꿀
47,03,22,크로바꿀
47,03,23,유채꿀
47,03,24,밀감꿀
47,03,25,밤꿀
47,03,26,싸리꿀
47,03,27,잡화꿀
47,03,29,기타밀원꿀
47,03,30,화분
47,03,31,화분립
47,03,32,파쇄화분
47,03,39,기타화분
47,03,40,로얄제리
47,03,41,생로얄제리
47,03,42,건조분말로얄제리
47,03,49,기타
47,03,50,밀랍
47,03,51,천연밀랍
47,03,52,탈색밀랍
47,03,60,프로폴리스
47,03,61,프로폴리스원괘
47,03,62,프로폴리스엑기스
47,03,98,꿀(수입)
47,03,99,기타꿀벌
47,04,00,사슴의생산물
47,04,10,녹용
47,04,11,생녹용
47,04,12,건녹용
47,04,99,기타사슴의생산물
47,05,01,우유(일반)
47,06,01,누에
47,06,02,번데기
47,99,00,기타동물생산물기타
47,99,01,거북알
47,99,02,살랑갠 등우리
47,99,99,기타기타
49,10,00,"털,모피,분과 웨이스트"
49,10,01,"털,모피,분과 웨이스트(일반)"
49,11,00,마모
49,11,10,마모
49,11,20,돼지털
49,11,30,오소리털
49,11,40,염소털
49,11,50,밍크털
49,11,60,친칠라털
49,11,70,토끼털
49,11,99,기타포유동물의것
49,12,00,조류의것
49,12,10,타조의 모와 깃털
49,12,20,오리털과 충전용 깃털
49,12,30,기타 솜털과 충전용 깃털
49,12,40,우모분
49,12,99,기타조류의것
49,20,00,동물내장
49,20,10,장
49,20,20,방광
49,20,30,위
49,20,99,기타동물내장
49,30,00,뼈
49,30,10,골소의 뼈
49,30,20,호랑이의 뼈
49,30,30,소의 뼈
49,30,40,염소의 뼈
49,30,99,기타의 뼈
49,40,00,아이보리
49,40,10,상아
49,40,20,서각
49,40,99,기타아이보리
49,50,00,산호물품
49,50,01,산호물품(일반)
49,60,00,동물성의 해면
49,60,01,동물성의 해면(일반)
49,70,00,사향 과 담즙
49,70,10,사향
49,70,20,우황
49,70,30,췌장
49,70,40,담즙
49,70,99,기타사향 과 담즙
49,80,00,동물의 피와 사체
49,80,10,동물의 피
49,80,20,동물의 사체
49,80,21,말의 사체
49,80,22,소의 사체
49,80,23,돼지의 사체
49,80,24,양의 사체
49,80,25,닭의 사체
49,80,26,개의사체
49,80,27,사슴의 사체
49,80,28,조류의 사체
49,80,99,기타동물의 피와 사체
49,99,00,비식용생산물기타
50,01,00,소사료
50,01,11,번식용어린송아지
50,01,12,번식용중송아지
50,01,13,번식용큰송아지
50,01,20,종모우
50,01,30,임신우
50,01,40,포유우
50,01,51,비육용어린송아지
50,01,52,비육용중송아지
50,01,61,큰소비육전기
50,01,62,큰소비육중기
50,01,63,큰소비육후기
50,01,70,축우용 대용유 배합사료
50,01,99,기타소사료
50,02,00,젖소사료
50,02,11,어린송아지
50,02,12,중송아지
50,02,13,큰송아지
50,02,20,종모우
50,02,30,임신우
50,02,41,비유초기
50,02,42,비유중기
50,02,43,비유말기
50,02,50,건유기
50,02,60,고능력우
50,02,70,축우용 대용유 배합사료
50,02,99,기타젖소사료
50,03,00,돼지사료
50,03,11,갓난돼지
50,03,12,젖먹이돼지
50,03,13,젖뗀돼지
50,03,20,육성돈
50,03,31,비육돈전기
50,03,32,비육돈후기
50,03,41,번식용수돼지
50,03,42,번식용암돼지
50,03,50,임신돼지
50,03,60,포유돼지
50,03,70,양돈용 대용유 배합사료
50,03,99,기타돼지사료
50,04,00,
50,04,11,산란용어린병아리
50,04,12,산란용중병아리
50,04,13,산란용큰병아리
50,04,21,산란전
50,04,22,산란초기
50,04,23,산란중기
50,04,24,산란후기
50,04,30,종계
50,04,41,육계전기
50,04,42,육계후기
50,04,43,육계출하
50,04,99,기타양계사료
50,05,00,"면양,산양사료"
50,05,10,어린양
50,05,20,육성양
50,05,30,큰양
50,05,99,"기타면양,산양사료"
50,06,00,개사료
50,06,10,어린개
50,06,20,육성개
50,06,30,큰개
50,06,99,기타개사료
50,07,00,사슴사료
50,07,10,어린사슴
50,07,20,육성사슴
50,07,30,큰사슴
50,07,99,기타사슴사료
50,08,00,오리사료
50,08,10,어린오리
50,08,20,육성오리
50,08,30,큰오리
50,08,40,산란오리
50,08,99,기타오리사료
50,09,00,칠면조사료
50,09,10,어린칠면조
50,09,20,육성칠면조
50,09,30,큰칠면조
50,09,99,기타칠면조사료
50,10,00,토끼사료
50,10,10,어린토끼
50,10,20,육성토끼
50,10,30,큰토끼
50,10,99,기타토끼사료
50,11,00,메추리사료
50,11,10,어린메추리
50,11,20,육성메추리
50,11,30,큰메추리
50,11,40,산란메추리
50,11,99,기타메추리사료
50,12,00,말사료
50,12,10,어린말
50,12,20,육성말
50,12,30,큰말
50,12,99,기타말사료
50,13,00,타조사료
50,13,10,어린타조
50,13,20,육성타조
50,13,30,큰타조
50,13,40,산란타조
50,13,99,기타타조사료
50,99,00,기타사료
50,99,10,실험용동물
50,99,20,애완용동물
50,99,99,기타기타사료
51,01,00,돔
51,01,01,돔(일반)
51,02,00,방어
51,02,01,방어(일반)
51,03,00,우럭
51,03,01,우럭(일반)
51,04,00,넙치
51,04,01,넙치(일반)
51,05,00,농어
51,05,01,농어(일반)
51,06,00,능농어
51,06,01,능농어(일반)
51,07,00,송어
51,07,01,송어(일반)
51,08,00,뱀장어
51,08,01,뱀장어(일반)
51,09,00,잉어
51,09,01,잉어(일반)
51,10,01,민물돔(일반)
51,11,01,미꾸라지(일반)
51,12,01,붕어(일반)
51,13,01,새우(일반)
51,14,01,메기(일반)
52,01,01,옥수수
52,01,02,밀
52,01,03,보리
52,01,04,수수
52,01,05,귀리
52,01,06,호밀
52,01,07,조
52,01,08,피
52,01,09,쌀
52,01,10,메밀
52,01,11,트리티케일
52,01,12,루핀종실
52,01,13,두류
52,01,99,기타
52,02,99,기타
52,04,01,고구마
52,04,02,감자
52,04,03,돼지감자
52,04,04,타피오카
52,04,05,무우
52,04,06,당근
52,04,99,기타
52,06,99,기타
52,07,13,감귤박
53,01,15,새우분
53,01,99,기타
53,02,01,골분
56,01,01,케나프
57,10,11,말
57,10,31,개량돼지
57,20,99,기타
57,30,50,닭류
61,01,01,청가시고기
61,01,02,큰가시고기
61,01,98,가시고기(수입)
61,01,99,기타
61,02,01,노랑가오리
61,02,02,눈가오리
61,02,03,목탁가오리
61,02,04,흰가오리
61,02,05,나비가오리
61,02,06,쥐가오리
61,02,98,가오리(수입)
61,02,99,기타
61,03,01,각시가자미
61,03,02,갈가자미
61,03,03,노랑가자미
61,03,04,도다리
61,03,05,돌가자미
61,03,06,물가자미
61,03,07,범가자미
61,03,08,점가자미
61,03,09,참가자미
61,03,10,홍가자미
61,03,11,기름가자미
61,03,12,까지가자미
61,03,13,넙치가자미
61,03,14,눈가자미
61,03,15,마설가자미
61,03,16,마소치가자미
61,03,17,말가자미
61,03,18,매듭가자미
61,03,19,문치가자미
61,03,20,별목탁가자미
61,03,21,소주목탁가자미
61,03,22,용가자미
61,03,23,장수기름가자미
61,03,24,주둥가자미
61,03,25,찰가자미
61,03,26,첨치가자미
61,03,27,층거리가자미
61,03,28,줄가자미
61,03,29,검정가자미
61,03,30,강도다리
61,03,98,가자미(수입)
61,03,99,기타
61,04,01,먹갈치
61,04,02,은갈치
61,04,03,동갈치
61,04,04,분장어
61,04,05,청자갈치
61,04,06,칠성갈치
61,04,98,갈치(수입)
61,04,99,기타
61,05,01,민강달이
61,05,02,황강달이
61,05,03,눈강달이
61,05,98,강달이(수입)
61,05,99,기타
61,06,01,망치고등어
61,06,02,몽치다래
61,06,03,점고등어
61,06,04,줄무늬고등어
61,06,05,갈고등어
61,06,06,재방어
61,06,98,고등어(수입)
61,06,99,기타
61,07,01,까나리
61,07,98,까나리(수입)
61,07,99,기타
61,08,01,꼬치고기
61,08,02,애꼬치
61,08,03,창꼬치
61,08,98,꼬치고기(수입)
61,08,99,기타
61,09,01,곤쟁이
61,09,98,곤쟁이(수입)
61,09,99,기타
61,10,01,곰치
61,10,98,곰치(수입)
61,10,99,기타
61,11,01,물메기
61,11,02,아가씨물메기
61,11,03,물미거지
61,11,98,꼼치(수입)
61,11,99,기타
61,12,01,꽁치
61,12,98,꽁치(수입)
61,12,99,기타
61,13,01,게르치
61,13,02,반딧불게르치
61,13,03,볼기우럭
61,13,04,눈볼대
61,13,05,투어바리
61,13,06,은눈퉁바리
61,13,07,눈퉁바리
61,13,08,돗돔
61,13,98,게르치(수입)
61,13,99,기타
61,14,01,날치
61,14,02,제비날치
61,14,03,새날치
61,14,04,매날치
61,14,05,상날치
61,14,06,황날치
61,14,98,날치(수입)
61,14,99,기타
61,15,01,넙치
61,15,02,터봇
61,15,03,별넙치
61,15,04,점넙치
61,15,05,왜넙치
61,15,06,풀넙치
61,15,98,넙치(수입)
61,15,99,기타
61,16,01,제비활치
61,16,98,활치(수입)
61,16,99,기타
61,17,01,쥐노래미
61,17,02,임연수어
61,17,03,줄노래미
61,17,04,단기임연수어
61,17,98,노래미(수입)
61,17,99,기타
61,18,01,용치놀래기
61,18,02,사당놀래기
61,18,03,사랑놀래기
61,18,04,꼬치놀래기
61,18,05,청줄청소놀래기
61,18,06,실놀래기
61,18,07,황놀래기
61,18,08,어렝놀래기
61,18,09,무지개놀래기
61,18,10,고생놀래기
61,18,11,비단놀래기
61,18,12,옥두놀래기
61,18,13,실용치
61,18,14,호박돔
61,18,15,혹돔
61,18,98,놀래기(수입)
61,18,99,기타
61,19,01,농어
61,19,02,점농어
61,19,03,넙치농어
61,19,04,파나고니아이빨고기
61,19,98,농어(수입)
61,19,99,기타
61,20,01,눈볼대
61,20,98,눈볼대(수입)
61,20,99,기타
61,21,01,다금바리
