대분류코드,중분류코드,소분류코드,소분류명
01,01,00,벼
01,01,01,일반계
01,01,02,통일계
01,01,03,햇일반계
01,01,04,홍벼
01,01,99,기타벼
01,02,00,밭벼
01,02,01,밭벼(일반)
01,02,02,신규
01,03,00,쌀
01,03,01,일반미(쌀 일반)
01,03,02,청결미
01,03,03,품질인증미
01,03,04,혼합미
01,03,05,흑미
01,03,06,기타유색미
01,03,07,향미
01,03,08,양조미
01,03,09,대립미
01,03,10,사용불가
01,03,11,쑥쌀
01,03,12,사용불가
01,03,13,멥쌀
01,03,14,쌀(쇄미)
01,03,15,쌀겨(미강)
01,03,16,발아유색미(기타)
01,03,17,발아흑미
01,03,98,쌀(수입)
01,03,99,기타쌀
01,04,00,찹쌀
01,04,01,찹쌀(일반)
01,04,02,현미찹쌀
01,04,03,발아찰현미
01,04,99,기타찹쌀
01,05,00,찰벼
01,05,01,찰벼(일반)
01,05,02,흑벼
01,05,03,찰흑벼
01,06,01,현미(일반)
01,06,02,현미쑥쌀
01,06,03,메현미
01,06,04,찰현미
01,06,05,흑현미
01,06,06,발아현미
01,06,07,찰흑미
01,06,08,흑향미
01,06,09,쌀겨
01,06,99,기타현미
01,07,01,총체벼(일반)
01,99,00,미곡류기타
01,99,99,기타
02,01,00,보리
02,01,01,보리(일반)
02,01,02,쌀보리
02,01,03,맥주보리
02,01,04,발아보리
02,01,05,겉보리
02,01,06,검정보리
02,01,98,볶은보리
02,01,99,기타보리
02,02,00,보리쌀
02,02,01,겉보리쌀
02,02,02,쌀보리쌀
02,02,03,맥주보리쌀
02,02,04,찰보리쌀
02,02,05,늘보리쌀
02,02,06,할맥
02,02,07,압맥
02,02,99,기타보리쌀
02,03,00,밀
02,03,01,밀(일반)
02,03,02,발아밀
02,03,03,카무트
02,03,04,새싹밀
02,03,05,스펠트밀
02,03,99,기타
02,04,00,밀쌀
02,04,01,밀쌀(일반)
02,05,00,호밀
02,05,01,호밀(일반)
02,06,00,귀리
02,06,01,귀리(일반)
02,06,02,귀리순
02,99,00,맥류기타
03,01,00,콩
03,01,01,콩(일반)
03,01,02,황태
03,01,03,청태
03,01,04,흑태
03,01,05,선비태
03,01,06,아주까리콩
03,01,07,서리태
03,01,08,밤콩
03,01,09,콩나물콩
03,01,10,풋콩
03,01,11,풋청태
03,01,12,약콩
03,01,13,갓끈콩
03,01,14,양태
03,01,15,장단콩
03,01,16,울콩
03,01,17,발아콩
03,01,18,백태
03,01,19,호랑이콩
03,01,20,알록콩
03,01,21,서목태
03,01,96,울콩(수입)
03,01,97,백태(수입)
03,01,98,콩(수입)
03,01,99,기타콩
03,02,00,팥
03,02,01,팥(일반)
03,02,02,검정팥
03,02,03,개구리팥
03,02,04,흰팥
03,02,05,발아팥
03,02,06,붉은팥
03,02,96,개구리팥(수입)
03,02,97,붉은팥(수입)
03,02,98,팥(수입)
03,02,99,기타팥
03,03,00,녹두
03,03,01,녹두(일반)
03,03,02,무광녹두
03,03,03,발아녹두
03,03,04,유광녹두
03,03,98,녹두(수입)
03,03,99,기타녹두
03,04,00,완두
03,04,01,완두(일반)
03,04,02,피완두
03,04,03,풋완두
03,04,04,깐완두
03,04,98,완두(수입)
03,04,99,기타완두
03,05,00,강낭콩
03,05,01,강낭콩(일반)
03,05,02,풋강낭콩
03,05,03,줄콩
03,05,05,빨간콩
03,05,06,넝쿨콩
03,05,98,강낭콩(수입)
03,05,99,기타강낭콩
03,06,00,동부
03,06,01,동부(일반)
03,06,02,풋동부
03,06,98,동부(수입)
03,06,99,기타동부
03,07,01,잠두(일반)
03,08,01,칼콩(일반)
03,09,01,제비콩(일반)
03,10,01,병아리콩(일반)
03,11,01,렌틸콩(일반)
03,99,00,두류기타
03,99,01,잠두
03,99,02,칼콩
03,99,03,제비콩
03,99,04,타마린드
03,99,98,두류(수입)
03,99,99,기타기타
04,01,00,옥수수
04,01,01,곡실옥수수
04,01,02,찰옥수수
04,01,03,풋옥수수
04,01,04,팝콘옥수수
04,01,05,옥수수쌀
04,01,06,미백
04,01,07,단옥수수
04,01,08,발아옥수수
04,01,09,감미옥수수
04,01,96,옥수수수염
04,01,97,볶은옥수수
04,01,98,옥수수(수입)
04,01,99,기타옥수수
04,02,00,조
04,02,01,조(일반)
04,02,02,차조(일반)
04,02,03,메좁쌀
04,02,04,차좁쌀
04,02,05,좁쌀
04,02,06,발아조
04,02,07,메조
04,02,97,차조(수입)
04,02,98,조(수입)
04,02,99,기타조
04,03,00,수수
04,03,01,수수(일반)
04,03,02,찰수수
04,03,03,수수쌀
04,03,04,발아수수
04,03,05,메수수
04,03,98,수수(수입)
04,03,99,기타수수
04,04,00,메밀
04,04,01,메밀(일반)
04,04,02,메밀(수입)
04,04,98,메밀(수입)
04,05,00,기장
04,05,01,기장(일반)
04,05,02,기장쌀
04,05,98,기장(수입)
04,05,99,기타
04,06,00,피
04,06,01,피(일반)
04,07,00,율무
04,07,01,일반율무
04,07,02,개량율무
04,07,03,율무쌀
04,07,99,기타율무
04,99,00,잡곡류기타
04,99,01,아마란스
04,99,98,기타잡곡류(수입)
04,99,99,잡곡류(기타)
05,01,00,감자
05,01,01,수미
05,01,02,남작
05,01,03,대지
05,01,04,세풍
05,01,05,조풍
05,01,06,남서
05,01,07,대서
05,01,08,홍깨니백
05,01,09,선농
05,01,10,자주감자
05,01,11,가을감자
05,01,12,고냉지
05,01,13,두백
05,01,14,봄감자
05,01,15,조림감자
05,01,16,추백감자
05,01,17,호박감자
05,01,18,홍감자
05,01,19,답리작
05,01,20,맘모스
05,01,21,돼지감자
05,01,24,깐감자
05,01,25,아피오스
05,01,26,탐나
05,01,98,감자(수입)
05,01,99,기타감자
05,02,00,고구마
05,02,01,밤고구마
05,02,02,물고구마
05,02,03,절간고구마
05,02,04,호박고구마
05,02,05,자주고구마
05,02,06,붉은고구마
05,02,07,황금고구마
05,02,08,당근고구마
05,02,09,건고구마
05,02,10,풍원미
05,02,11,소담미
05,02,97,밤고구마(수입)
05,02,98,고구마(수입)
05,02,99,기타
05,03,00,야콘
05,03,01,야콘(일반)
05,04,01,카사바(일반)
05,04,99,카사바(기타)
05,05,01,얌빈(히카마)(일반)
05,99,00,서류기타
05,99,99,서류(기타)
06,01,00,사과
06,01,01,홍옥
06,01,02,골덴
06,01,03,후지
06,01,04,아오리
06,01,05,육오
06,01,06,세계일
06,01,07,태양
06,01,08,착색후지
06,01,09,노변
06,01,10,조나골드
06,01,11,천추
06,01,12,홍월
06,01,13,모리스
06,01,14,양광
06,01,15,사이삼
06,01,16,북두
06,01,17,홍로
06,01,18,혜
06,01,19,산사
06,01,20,추향
06,01,21,야다까
06,01,22,국광
06,01,23,인도
06,01,24,어리브레이스
06,01,25,왕령
06,01,26,스타크림숀
06,01,27,데리셔스
06,01,28,축
06,01,29,감홍
06,01,30,송본금
06,01,31,시나노스위트
06,01,32,OBIR
06,01,33,요까
06,01,34,추광
06,01,35,하향
06,01,36,홍장군
06,01,37,화홍
06,01,38,히로사끼
06,01,39,미시마
06,01,40,미얀마
06,01,41,선홍
06,01,42,나리따
06,01,43,시나노레드
06,01,44,아이카향
06,01,45,로얄부사
06,01,46,기꾸8
06,01,47,알프스오토메
06,01,48,채향
06,01,49,서광
06,01,50,갈라
06,01,51,그라니스미스
06,01,52,글로스터
06,01,53,금광
06,01,54,금왕자
06,01,55,롬뷰티
06,01,56,마도우
06,01,57,맨코이
06,01,58,미광
06,01,59,미끼
06,01,60,새나라
06,01,61,스타칼라
06,01,62,대홍
06,01,63,자홍
06,01,64,희상
06,01,65,레드골드
06,01,67,월향
06,01,68,홍무
06,01,69,호노까
06,01,70,나가후
06,01,71,나까오
06,01,72,로얄후지
06,01,73,만월
06,01,74,무대
06,01,75,메구미
06,01,76,미야비
06,01,77,부광
06,01,78,줄라이레드
06,01,79,아이다레드
06,01,80,앙림
06,01,81,하크나인
06,01,82,챔피온
06,01,83,홍아이카
06,01,84,홍추
06,01,85,뉴히로사끼
06,01,86,명월
06,01,87,하쯔쓰가루
06,01,88,코린
06,01,89,왕림
06,01,90,소백3호
06,01,91,추홍
06,01,92,아리수
06,01,93,시나노골드
06,01,94,루비에스
06,01,95,사일레이트
06,01,96,썸머킹
06,01,97,썸머프린스
06,01,98,사과(수입)
06,01,99,기타사과
06,01,A1,피덱스
06,01,A2,후지후브락스
06,01,A3,컬러플
06,01,A4,피크닉
06,01,A5,엠부
06,01,A6,이지플
06,01,A7,다홍
06,01,A8,홍드림
06,01,A9,고운이후지
06,01,B1,초홍
06,01,B2,케이원
06,01,B3,하나후지
06,02,00,배
06,02,01,신고
06,02,02,만삼길
06,02,03,장십랑
06,02,04,금촌추
06,02,05,신흥
06,02,06,풍수
06,02,07,행수
06,02,08,석정
06,02,09,황금
06,02,10,수황
06,02,11,화산
06,02,12,영산
06,02,13,추황
06,02,14,소화
06,02,15,팔운
06,02,16,시원
06,02,17,이십세기
06,02,18,단배
06,02,19,군총
06,02,20,감천
06,02,21,원황
06,02,22,신수
06,02,23,만수
06,02,24,선황
06,02,25,장수
06,02,26,조생적
06,02,27,수정
06,02,28,신천
06,02,29,예황
06,02,30,애감수
06,02,31,국수
06,02,32,한아름
06,02,33,만풍
06,02,34,돌배
06,02,35,임금
06,02,36,신화
06,02,37,창조
06,02,38,슈퍼골드
06,02,96,호박고지
06,02,98,배(수입)
06,02,99,기타배
06,03,00,포도
06,03,01,캠벨얼리
06,03,02,거봉
06,03,03,델라웨어
06,03,04,골덴퀸
06,03,05,마스캇베리에이
06,03,06,네오마스캇
06,03,07,블랙올림피아
06,03,08,세단
06,03,09,힘노시들레스
06,03,10,마스캇알렉산드리아
06,03,11,블랙함부르그
06,03,12,다노렛드
06,03,13,레드글로브
06,03,14,버팔로
06,03,15,청포도
06,03,16,스튜벤
06,03,17,이탈리아
06,03,18,청수
06,03,19,크림슨
06,03,20,킹델라웨어
06,03,21,피오네
06,03,22,홍이두
06,03,23,교호
06,03,24,톰슨시들레스
06,03,25,플레임스들레스
06,03,26,칼메리아
06,03,27,크림슨스들레스
06,03,28,세레단
06,03,29,베니바라드
06,03,30,샤슬라
06,03,31,고처
06,03,32,가이찌
06,03,33,진옥
06,03,34,흑보석
06,03,35,홍서보
06,03,36,샤인마스캇
06,03,37,마이하트
06,03,38,바이올렛킹
06,03,39,스위트사파이어
06,03,92,레드글로브(수입)
06,03,93,버팔로(수입)
06,03,94,크림슨(수입)
06,03,95,거봉(수입)
06,03,97,청포도(수입)
06,03,98,포도(수입)
06,03,99,기타포도
06,04,00,복숭아
06,04,01,사자
06,04,02,창방
06,04,03,월봉
06,04,04,대구보
06,04,05,백봉
06,04,06,도백봉
06,04,07,대화백도
06,04,08,유명
06,04,09,수봉
06,04,10,황도
06,04,11,백도
06,04,12,올금도
06,04,13,월미
06,04,14,미백
06,04,15,한일백도
06,04,16,기도백도
06,04,17,암킹
06,04,18,선광
06,04,19,천홍
06,04,20,고양백도
06,04,21,천중도백도
06,04,22,레드골드
06,04,23,호기도
06,04,24,금도
06,04,25,홍이도
06,04,26,등낭
06,04,27,학도
06,04,28,아부백도
06,04,29,광산백도
06,04,30,선프레
06,04,31,선거루
06,04,32,기도백도
06,04,33,와인버그
06,04,34,장호원황도
06,04,35,환타지아
06,04,36,메이그랜드
06,04,37,섬머그랜드
06,04,38,토좌
06,04,39,네호네백도
06,04,40,미시마
06,04,41,백미조생
06,04,42,백설
06,04,43,백향
06,04,44,서미골드
06,04,45,신백도
06,04,46,장택백봉
06,04,47,천도
06,04,48,히다찌레드
06,04,49,홍설도
06,04,50,털복숭아
06,04,51,오복
06,04,52,인용도
06,04,53,성백도
06,04,54,슈퍼골드
06,04,55,가납암
06,04,56,왕도
06,04,57,경봉
06,04,58,천일백도
06,04,59,그레이트
06,04,60,그레이트점보
06,04,61,마도카
06,04,62,몽부사
06,04,63,용황백도
06,04,64,진미
06,04,65,단황도
06,04,66,복조
06,04,67,향수
06,04,68,원백도
06,04,69,무정조생백봉
06,04,70,관도5호
06,04,71,공삼
06,04,72,가나메
06,04,73,개복숭아
06,04,74,골드라이트
06,04,75,광황도
06,04,76,대홍
06,04,77,선골드
06,04,78,아카사끼
06,04,79,엘바백도
06,04,80,대명
06,04,81,대양
06,04,82,넙죽이
06,04,83,대옥계
06,04,84,대지황도
06,04,85,로얄황도
06,04,86,만생미백
06,04,87,만생백도
06,04,88,멍치
06,04,89,미황
06,04,90,백옥
06,04,91,귤조생
06,04,92,그린황도
06,04,93,금강수밀
06,04,94,대경백봉
06,04,95,대왕
06,04,96,미향
06,04,98,산정백도
06,04,99,기타복숭아
06,04,A1,서광
06,04,A2,스프린터
06,04,A3,승일백도
06,04,A4,신수백도
06,04,A5,썬골드
06,04,A6,애천중도
06,04,A7,영산백도
06,04,A8,왕봉
06,04,A9,용궁백도
06,04,B1,용택골드
06,04,B2,이원조생
06,04,B3,일천백봉
06,04,B4,오월도
06,04,B5,올인
06,04,B6,찌요마루
06,04,B7,상백
06,04,B8,수밀도
06,04,B9,승도
06,04,C1,애지백도
06,04,C2,황월
06,04,C3,백천황도
06,04,C4,성주백도
06,04,C5,수홍
06,04,C6,원교
06,04,C7,월광
06,04,C8,유조라
06,04,C9,천봉
06,04,D1,청도
06,04,D2,홍금향
06,04,D3,일광
06,04,D4,인황백도
06,04,D5,영일백도
06,04,D6,이즈미백도
06,04,D7,월하
06,04,D8,금강황도
06,04,D9,홍광
06,04,E1,편도
06,04,E2,대박황도
06,04,E3,대월
06,04,E4,대적월
06,04,E5,강황도
06,04,E6,만생황도
06,04,E7,신선
06,04,E8,신비
06,04,E9,천도신비
06,04,F1,금봉
06,04,F2,금황
06,04,F3,단호장
06,04,F4,대극천
06,04,F5,명품왕
06,04,F6,우림상도
06,04,F7,알찬
06,04,F8,단황도엑셀라
06,04,G1,조황
06,04,G2,차돌
06,04,G3,천황골드
06,04,G4,키라라노키와미
06,04,G5,햇살황귀비
06,04,G6,초극천
06,04,Z9,복숭아(수입)
06,05,00,단감
06,05,01,부유
06,05,02,상서
06,05,03,차랑
06,05,04,이두
06,05,05,서촌
06,05,06,대안
06,05,07,미까도
06,05,08,송본
06,05,09,오벤
06,05,10,시보로그
06,05,11,대홍
06,05,12,오각기
06,05,13,도근
06,05,14,동원
06,05,15,무핵흑대시
06,05,16,만어소
06,05,17,먹시
06,05,18,배시
06,05,19,신미
06,05,20,조홍시
06,05,21,조추
06,05,22,태추
06,05,98,감(수입)
06,05,99,기타단감
06,06,00,떫은감
06,06,01,고종시
06,06,02,사곡시
06,06,03,연시
06,06,04,약시
06,06,05,반시
06,06,06,침시
06,06,07,충시
06,06,08,월하시
06,06,09,대봉시
06,06,10,도건
06,06,11,둥시
06,06,12,선사환
06,06,99,기타떫은감
06,07,00,곶감
06,07,01,곶감(일반)
06,07,02,상주곶감
06,07,03,고산곶감
06,07,04,감말랭이
06,07,05,반건시
06,07,06,함안곶감
06,07,07,꽃반시
06,07,98,곶감(수입)
06,07,99,기타곶감
06,08,00,자두
06,08,01,홍자두
06,08,02,대석
06,08,03,중대석
06,08,04,수박자두
06,08,05,슈가프론
06,08,06,귀향
06,08,07,후무사
06,08,08,추희
06,08,09,노랑자두
06,08,10,대왕자두
06,08,11,미금
06,08,12,암스트롱
06,08,13,자봉
06,08,14,태양
06,08,15,후무사
06,08,16,가나자두
06,08,17,가시자두
06,08,18,산타로사
06,08,19,도담
06,08,20,로얄대석
06,08,21,홍로생
06,08,22,썬킹델리셔스
06,08,23,정상자두
06,08,24,흑자두
06,08,25,건자두
06,08,26,이쿠미
06,08,27,조아
06,08,28,알프스오우지
06,08,98,자두(수입)
06,08,99,기타자두
06,09,00,모과
06,09,01,모과(일반)
06,09,98,모과(수입)
06,10,00,살구
06,10,01,살구(일반)
06,10,02,양살구
06,10,03,신사대실
06,10,04,산형3호
06,10,05,만금
06,10,06,심포니
06,10,07,하모니
06,10,99,기타살구
06,11,00,참다래(키위)
06,11,01,참다래(키위)(일반)
06,11,02,골드키위
06,11,03,그린
06,11,04,레드키위
06,11,05,스키니키위
06,11,06,Hort 16A
06,11,07,헤이워드
06,11,98,키위(수입)
06,11,99,기타참다래(키위)
06,12,00,바나나
06,12,01,바나나(일반)
06,12,02,몽키
06,12,03,레귤러
06,12,04,고산지
06,12,05,카벤디쉬
06,12,06,플랜테인
06,12,97,몽키(수입)
06,12,98,바나나(수입)
06,12,99,기타바나나
06,13,00,파인애플
06,13,01,파인애플(일반)
06,13,02,대농
06,13,03,스페샬
06,13,04,골드
06,13,05,MG2
06,13,06,MG3
06,13,07,퀸
06,13,98,파인애플(수입)
06,13,99,기타파인애플
06,14,00,감귤
06,14,01,조생귤
06,14,02,중생귤
06,14,03,만생귤
06,14,04,비가림감귤
06,14,05,하우스감귤
06,14,06,극조생감귤
06,14,07,천혜향
06,14,08,황금향
06,14,09,레드향
06,14,10,한라향
06,14,11,카라향
06,14,12,하루미
06,14,13,온주
06,14,14,마르메르
06,14,15,성전
06,14,16,세또미
06,14,17,홍미향
06,14,18,타로코
06,14,19,타이벡감귤
06,14,20,풋귤(청귤)
06,14,98,감귤(수입)
06,14,99,기타감귤
06,15,00,만감
06,15,01,하귤
06,15,02,팔삭
06,15,03,이예감
06,15,04,한라봉
06,15,05,영귤
06,15,06,진지향
06,15,07,천혜향
06,15,99,기타만감
06,16,00,탄제린
06,16,01,만다린(일반)
06,16,02,탄제린
06,16,03,탄젤로
06,16,04,탄골
06,16,05,세미놀
06,16,06,미네올라
06,16,98,탄제린(수입)
06,16,99,기타
06,17,00,레몬
06,17,01,레몬(일반)
06,17,02,라임
06,17,03,펜시
06,17,04,초이스
06,17,05,핑거라임
06,17,97,라임(수입)
06,17,98,레몬(수입)
06,17,99,기타레몬
06,18,00,오렌지
06,18,01,청견
06,18,02,네블
06,18,03,발렌시아
06,18,04,레인레이트
06,18,05,미드나잇
06,18,06,델타
06,18,07,카라카라
06,18,08,모로
06,18,09,천혜향
06,18,10,타로코 오렌지
06,18,97,네블(수입)
06,18,98,오렌지(수입)
06,18,99,기타오렌지
06,19,00,그레이프푸룻(자몽)
06,19,01,"그레이프푸룻,자몽(일반)"
06,19,02,화이트
06,19,03,레드
06,19,04,화이트루비
06,19,05,레드루비
06,19,06,스타루비
06,19,07,스위티
06,19,96,스위티(수입)
06,19,97,메로골드(수입)
06,19,98,자몽(수입)
06,19,99,기타자몽
06,20,00,유자
06,20,01,유자(일반)
06,20,98,유자(수입)
06,20,99,유자(기타)
06,21,00,금감
06,21,01,금감(일반)
06,21,99,금감(기타)
06,22,00,오디
06,22,01,오디(일반)
06,22,02,구지뽕
06,22,99,기타
06,23,00,버찌
06,23,01,버찌(일반)
06,23,02,재래종
06,23,03,좌등금
06,23,98,버찌(수입)
06,23,99,기타버찌
06,24,00,석류
06,24,01,석류(일반)
06,24,98,석류(수입)
06,25,00,매실
06,25,01,매실(일반)
06,25,02,청매실
06,25,03,홍매실
06,25,99,기타
06,26,00,앵두
06,26,01,앵두(일반)
06,26,98,앵두(수입)
06,26,99,앵두(기타)
06,27,00,무화과
06,27,01,무화과(일반)
06,27,98,무화과(수입)
06,28,00,으름
06,28,01,으름(일반)
06,29,00,수구리
06,29,01,수구리(일반)
06,30,00,산사
06,30,01,산사(일반)
06,31,00,아몬드
06,31,01,아몬드(일반)
06,31,98,아몬드(수입)
06,32,00,피스타치오
06,32,01,피스타치오(일반)
06,33,00,탱자
06,33,01,탱자(일반)
06,34,00,아보카도
06,34,01,아보카도(일반)
06,34,98,아보카도(수입)
06,35,00,야자
06,35,01,야자(일반)
06,35,98,야자(수입)
06,36,00,망고
06,36,01,망고(일반)
06,36,02,애플망고
06,36,98,망고(수입)
06,36,99,망고(기타)
06,37,00,망고스턴
06,37,01,망고스턴(일반)
06,37,98,망고스턴(수입)
06,38,00,코코넛
06,38,01,코코넛(일반)
06,38,98,코코넛(수입)
06,39,00,보리수
06,39,01,보리수(일반)
06,39,98,보리수(수입)
06,40,00,체리모야
06,40,01,체리모야(일반)
06,41,00,비파
06,41,01,비파(일반)
06,42,00,리치
06,42,01,리치(일반)
06,42,98,리치(수입)
06,43,00,용안
06,43,01,용안(일반)
06,44,00,듀리안
06,44,01,듀리안(일반)
06,44,98,듀리안(수입)
06,45,00,패션푸룻
06,45,01,패션푸룻(일반)
06,46,00,파파야
06,46,01,파파야(일반)
06,46,98,파파야(수입)
06,47,00,구와바
06,47,01,구와바(일반)
06,48,00,페이조아
06,48,01,페이조아(일반)
06,49,00,사포딜라
06,49,01,사포딜라(일반)
06,50,00,스타애플
06,50,01,스타애플(일반)
06,51,00,빵나무
06,51,01,빵나무(일반)
06,52,00,잭프룻
06,52,01,잭프룻(일반)
06,53,01,포포나무 열매
06,54,00,아세로라
06,54,01,아세로라(일반)
06,55,00,아보케이트
06,55,01,아보케이트(일반)
06,56,00,선인장열매
06,56,01,선인장열매(일반)
06,57,00,체리
06,57,01,체리(일반)
06,57,98,체리(수입)
06,58,00,용과(일반)
06,58,01,용과(일반)
06,58,98,용과(수입)
06,58,99,용과(기타)
06,59,00,블루베리(일반)
06,59,01,블루베리(일반)
06,59,02,하니베리
06,59,97,건블루베리(수입)
06,59,98,블루베리(수입)
06,60,01,람부탄(일반)
06,60,98,람부탄(수입)
06,61,01,롱간(일반)
06,62,01,오로브랑코(일반)
06,63,01,아로니아(일반)
06,63,98,아로니아(수입)
06,63,99,아로니아(기타)
06,64,01,블랙베리(일반)
06,65,01,아사이베리(일반)
06,66,01,칼슘나무(일반)
06,67,01,블랙커런트(일반)
06,68,01,하스카프(일반)
06,69,01,불수감(일반)
06,70,01,흑노호(일반)
06,71,01,플럼코트(일반)
06,72,01,카무카무
06,74,01,혼합과실(일반)
06,75,01,플루오트(일반)
06,76,01,구즈베리
06,77,01,체리자두(일반)
06,78,01,구스베리(일반)
06,78,02,케이프구스베리
06,80,01,구아바(일반)
06,81,01,깔라만시(일반)
06,99,00,과실류기타
06,99,01,람부탄
06,99,02,롱간
06,99,98,과실(수입)
06,99,99,기타
07,01,00,밤
07,01,01,밤(일반)
07,01,02,옥광
07,01,03,이평
07,01,07,은행율
07,01,08,광주조생
07,01,09,대보
07,01,10,대홍
07,01,11,만적
07,01,12,산대율
07,01,13,삼조생
07,01,14,유마
07,01,15,은기
07,01,16,중흥율
07,01,17,축파
07,01,18,평기
07,01,19,흑율
07,01,20,생율
07,01,21,건율
07,01,95,옥광(수입)
07,01,96,이평(수입)
07,01,97,은행율(수입)
07,01,99,기타밤
07,02,00,대추
07,02,01,대추(일반)
07,02,02,건대추
07,02,03,국뢰
07,02,04,금성
07,02,05,나주재래
07,02,06,무등
07,02,07,보사갑
07,02,08,복조
07,02,09,산조
07,02,10,월출
07,02,11,태국
07,02,12,태국감조
07,02,13,태출밀조
07,02,14,생대추
07,02,97,건대추(수입)
07,02,98,대추(수입)
07,02,99,기타대추
07,03,00,잣
07,03,01,잣(일반)
07,03,02,깐잣
07,03,03,피잣
07,03,97,깐잣(수입)
07,03,98,잣(수입)
07,03,99,기타잣
07,04,00,호두
07,04,01,호두(일반)
07,04,02,깐호두
07,04,03,보오항
07,04,04,페인
07,04,05,프랑켓트
07,04,06,하틀리
07,04,07,황금
07,04,08,피호두
07,04,97,깐호두(수입)
07,04,98,호두(수입)
07,04,99,기타호두
07,05,00,은행
07,05,01,은행(일반)
07,05,02,깐은행
07,05,03,피은행
07,05,98,은행(수입)
07,05,99,기타은행
07,06,00,도토리
07,06,01,도토리(일반)
07,06,02,깐도토리
07,06,03,피도토리
07,06,99,기타도토리
07,07,00,개암
07,07,01,개암(일반)
07,08,00,머루
07,08,01,머루(일반)
07,08,02,개머루
07,08,03,왕머루
07,08,04,새머루
07,08,98,머루(수입)
07,08,99,기타머루
07,09,00,다래
07,09,01,다래(일반)
07,09,02,다래순
07,09,98,다래(수입)
07,09,99,기타
07,10,01,피칸(일반)
07,11,01,캐슈넛(일반)
07,12,01,고종시
07,12,02,사곡시
07,12,03,연시
07,12,04,약시
07,12,05,반시
07,12,06,침시
07,12,07,충시
07,12,08,월하시
07,12,09,대봉시
07,12,10,도건
07,12,11,둥시
07,12,12,선사환
07,12,99,기타
07,13,01,곶감(일반)
07,13,02,상주곶감
07,13,03,고산곶감
07,13,04,감말랭이(곶감)
07,13,05,반건시(곶감)
07,13,06,함안곶감
07,13,07,꽃반시
07,13,98,곶감(수입)
07,13,99,기타
07,99,00,수실류기타
07,99,99,기타
08,01,00,수박
08,01,01,수박(일반)
08,01,02,복수박
08,01,03,노란수박
08,01,04,무등산수박
08,01,05,고구형수박
08,01,06,흑수박
08,01,07,속노란수박
08,01,08,꿀수박
08,01,09,금메달수박
08,01,10,달고나수박
08,01,11,이슬단
08,01,12,올림피아
08,01,13,환호성
08,01,14,수박(일반)(꼭지절단)
08,01,15,복수박(꼭지절단)
08,01,16,흑수박(꼭지절단)
08,01,17,꿀수박(꼭지절단)
08,01,18,애플수박
08,01,19,부라보꿀
08,01,20,블랙위너
08,01,21,산타꿀
08,01,22,스피드꿀
08,01,23,씨드리스
08,01,24,환상꿀
08,01,99,기타수박
08,02,00,참외
08,02,01,금싸라기
08,02,02,개구리참외
08,02,03,노랑참외
08,02,04,은천참외
08,02,05,금지개
08,02,06,오복
08,02,07,금자탑
08,02,08,007
08,02,09,슈퍼 007
08,02,10,칠성꿀
08,02,11,성주꿀
08,02,12,금도령
08,02,13,금천
08,02,14,만리장성
08,02,15,부자꿀
08,02,16,스마트꿀
08,02,17,하늘애
08,02,18,슈퍼꿀
08,02,19,조은대
08,02,20,팔복꿀
08,02,21,바른꿀
08,02,22,은하수꿀
08,02,23,참미소꿀
08,02,24,참사랑꿀
08,02,25,피엠알하니스타
08,02,26,달달하니
08,02,27,스마트플러스
08,02,28,피엠알환호성
08,02,99,기타참외
08,03,00,토마토
08,03,01,토마토(일반)
08,03,02,마스카라
08,03,03,완숙토마토
08,03,04,찰토마토
08,03,05,쿠마토
08,03,06,릴리앙스
08,03,07,대저토마토
08,03,08,토마토묘
08,03,09,블랙체인지
08,03,99,기타토마토
08,04,00,딸기
08,04,01,여홍
08,04,02,여봉
08,04,03,수홍
08,04,04,보교
08,04,05,홍교
08,04,06,장희
08,04,07,정보
08,04,08,육보
08,04,09,산딸기
08,04,10,미녀봉
08,04,11,매향
08,04,12,행향
08,04,13,설향
08,04,14,금향
08,04,15,천사
08,04,16,밀양1호
08,04,17,천보
08,04,18,청홍
08,04,19,통일1호
08,04,20,플라밍고
08,04,21,SD
08,04,22,사찌
08,04,23,싼타
08,04,24,죽향
08,04,25,왕딸기
08,04,26,담향
08,04,27,마이봉
08,04,28,조홍
08,04,29,선홍
08,04,30,고하
08,04,31,금실
08,04,32,아리향
08,04,33,메리퀸
08,04,34,비타베리
08,04,35,숙향
08,04,36,킹스베리
08,04,98,딸기(수입)
08,04,99,기타딸기
08,05,00,메론
08,05,01,네트계
08,05,02,황색
08,05,03,백피계
08,05,04,파파야계
08,05,05,얼스계
08,05,06,잔네트계
08,05,07,적육메론
08,05,08,가야백자
08,05,09,마블
08,05,10,별똥별
08,05,11,넘버원
08,05,12,블루
08,05,13,설향
08,05,14,은설
08,05,15,골든볼
08,05,16,감천
08,05,98,메론(수입)
08,05,99,기타
08,06,00,방울토마토
08,06,01,방울토마토
08,06,02,송이토마토
08,06,03,대추방울
08,06,04,아지토마토
08,06,05,구기자방울
08,06,99,기타
08,99,00,과일과채류기타
08,99,99,기타
09,01,00,오이
09,01,01,취청
09,01,02,백다다기
09,01,03,가시오이
09,01,04,청풍
09,01,05,노각
09,01,06,피클오이
09,01,07,캡오이
09,01,08,구르미오이
09,01,09,청노각
09,01,10,사엽
09,01,11,미니오이
09,01,99,기타오이
09,02,00,호박
09,02,01,애호박
09,02,02,쥬키니호박
